"","Generation","strategy","freq_media"
"442",147,"B",0
"443",147,"O",0.33
"444",147,"Y",0.67
"445",148,"B",0
"446",148,"O",0.33
"447",148,"Y",0.67
"448",149,"B",0
"449",149,"O",0.33
"450",149,"Y",0.67
"451",150,"B",0
"452",150,"O",0.33
"453",150,"Y",0.67
"454",151,"B",0
"455",151,"O",0.33
"456",151,"Y",0.67
"457",152,"B",0
"458",152,"O",0.33
"459",152,"Y",0.67
"460",153,"B",0
"461",153,"O",0.33
"462",153,"Y",0.67
"463",154,"B",0
"464",154,"O",0.33
"465",154,"Y",0.67
"466",155,"B",0
"467",155,"O",0.33
"468",155,"Y",0.67
"469",156,"B",0
"470",156,"O",0.33
"471",156,"Y",0.67
"472",157,"B",0
"473",157,"O",0.33
"474",157,"Y",0.67
"475",158,"B",0
"476",158,"O",0.33
"477",158,"Y",0.67
"478",159,"B",0
"479",159,"O",0.33
"480",159,"Y",0.67
"481",160,"B",0
"482",160,"O",0.33
"483",160,"Y",0.67
"484",161,"B",0
"485",161,"O",0.33
"486",161,"Y",0.67
"487",162,"B",0
"488",162,"O",0.33
"489",162,"Y",0.67
"490",163,"B",0
"491",163,"O",0.33
"492",163,"Y",0.67
"493",164,"B",0
"494",164,"O",0.33
"495",164,"Y",0.67
"496",165,"B",0
"497",165,"O",0.33
"498",165,"Y",0.67
"499",166,"B",0
"500",166,"O",0.33
"501",166,"Y",0.67
"502",167,"B",0
"503",167,"O",0.33
"504",167,"Y",0.67
"505",168,"B",0
"506",168,"O",0.33
"507",168,"Y",0.67
"508",169,"B",0
"509",169,"O",0.33
"510",169,"Y",0.67
"511",170,"B",0
"512",170,"O",0.33
"513",170,"Y",0.67
"514",171,"B",0
"515",171,"O",0.33
"516",171,"Y",0.67
"517",172,"B",0
"518",172,"O",0.33
"519",172,"Y",0.67
"520",173,"B",0
"521",173,"O",0.33
"522",173,"Y",0.67
"523",174,"B",0
"524",174,"O",0.33
"525",174,"Y",0.67
"526",175,"B",0
"527",175,"O",0.33
"528",175,"Y",0.67
"529",176,"B",0
"530",176,"O",0.33
"531",176,"Y",0.67
"532",177,"B",0
"533",177,"O",0.33
"534",177,"Y",0.67
"535",178,"B",0
"536",178,"O",0.33
"537",178,"Y",0.67
"538",179,"B",0
"539",179,"O",0.33
"540",179,"Y",0.67
"541",180,"B",0
"542",180,"O",0.33
"543",180,"Y",0.67
"544",181,"B",0
"545",181,"O",0.33
"546",181,"Y",0.67
"547",182,"B",0
"548",182,"O",0.33
"549",182,"Y",0.67
"550",183,"B",0
"551",183,"O",0.33
"552",183,"Y",0.67
"553",184,"B",0
"554",184,"O",0.33
"555",184,"Y",0.67
"556",185,"B",0
"557",185,"O",0.33
"558",185,"Y",0.67
"559",186,"B",0
"560",186,"O",0.33
"561",186,"Y",0.67
"562",187,"B",0
"563",187,"O",0.33
"564",187,"Y",0.67
"565",188,"B",0
"566",188,"O",0.33
"567",188,"Y",0.67
"568",189,"B",0
"569",189,"O",0.33
"570",189,"Y",0.67
"571",190,"B",0
"572",190,"O",0.33
"573",190,"Y",0.67
"574",191,"B",0
"575",191,"O",0.33
"576",191,"Y",0.67
"577",192,"B",0
"578",192,"O",0.33
"579",192,"Y",0.67
"580",193,"B",0
"581",193,"O",0.33
"582",193,"Y",0.67
"583",194,"B",0
"584",194,"O",0.33
"585",194,"Y",0.67
"586",195,"B",0
"587",195,"O",0.33
"588",195,"Y",0.67
"589",196,"B",0
"590",196,"O",0.33
"591",196,"Y",0.67
"592",197,"B",0
"593",197,"O",0.33
"594",197,"Y",0.67
"595",198,"B",0
"596",198,"O",0.33
"597",198,"Y",0.67
"598",199,"B",0
"599",199,"O",0.33
"600",199,"Y",0.67
"601",200,"B",0
"602",200,"O",0.33
"603",200,"Y",0.67
