"","Generation","strategy","zo","ratio","fit_media","fit_sd"
"472",3,"fit_Y",24,3,11.4393381593241,0.337334461652171
"473",3,"fit_Y",25,3.125,11.9282594047792,0.377954573779714
"474",3,"fit_Y",26,3.25,12.4454706868861,0.423246228549036
"475",3,"fit_Y",27,3.375,12.1999593550379,0.449115534809417
"476",3,"fit_Y",28,3.5,11.9867269834155,0.428696333807932
"477",3,"fit_Y",29,3.625,12.5020109175088,0.463375378332193
"478",3,"fit_Y",30,3.75,13.0011620494871,0.507541344377282
"479",3,"fit_Y",31,3.875,13.4514080514726,0.53201911016924
"480",3,"fit_Y",32,4,13.8260397241855,0.549456822829179
"481",3,"fit_total",1,0.125,6.360781,0.0649113030343419
"482",3,"fit_total",2,0.25,6.1846675,0.0658162038992456
"483",3,"fit_total",3,0.375,6.003096,0.0726297542055568
"484",3,"fit_total",4,0.5,6.0326065,0.0703714275175557
"485",3,"fit_total",5,0.625,6.621399,0.0720831639444498
"486",3,"fit_total",6,0.75,7.363352,0.0698273234269343
"487",3,"fit_total",7,0.875,7.718221,0.0623036338175285
"488",3,"fit_total",8,1,8.0180605,0.0498715396738906
"489",3,"fit_total",9,1.125,8.998988,0.0512024251319597
"490",3,"fit_total",10,1.25,9.8095985,0.076097532597478
"491",3,"fit_total",11,1.375,9.726699,0.0771789495362249
"492",3,"fit_total",12,1.5,9.6445245,0.0850458917988911
"493",3,"fit_total",13,1.625,10.1264155,0.130843442322255
"494",3,"fit_total",14,1.75,10.6547125,0.161289310042826
"495",3,"fit_total",15,1.875,11.30595,0.185605944724763
"496",3,"fit_total",16,2,11.971422,0.222056299886294
"497",3,"fit_total",17,2.125,11.564793,0.232445553092601
"498",3,"fit_total",18,2.25,11.1665215,0.251757735103802
"499",3,"fit_total",19,2.375,10.9353785,0.242651480466274
"500",3,"fit_total",20,2.5,10.7192755,0.248635728282432
"501",3,"fit_total",21,2.625,11.2251675,0.281588347671192
"502",3,"fit_total",22,2.75,11.794715,0.331733147022322
"503",3,"fit_total",23,2.875,11.6096355,0.342413746294249
"504",3,"fit_total",24,3,11.408872,0.332500009517734
"505",3,"fit_total",25,3.125,11.8889895,0.371655035508655
"506",3,"fit_total",26,3.25,12.39857,0.414627363369261
"507",3,"fit_total",27,3.375,12.168723,0.430584306168004
"508",3,"fit_total",28,3.5,11.9729045,0.407429967527109
"509",3,"fit_total",29,3.625,12.4870355,0.443795894328665
"510",3,"fit_total",30,3.75,12.989807,0.488231742924392
"511",3,"fit_total",31,3.875,13.453843,0.510510886715999
"512",3,"fit_total",32,4,13.8549375,0.527176246062812
"513",4,"fit_B",1,0.125,5.43041200495188,0.0698237919115681
"514",4,"fit_B",2,0.25,4.80331700359437,0.0645003012180712
"515",4,"fit_B",3,0.375,4.51776571023514,0.0515153025739687
"516",4,"fit_B",4,0.5,4.48788166868906,0.0474804705367229
"517",4,"fit_B",5,0.625,5.12087352507252,0.0764077895065691
"518",4,"fit_B",6,0.75,6.03536337469562,0.10376400414548
"519",4,"fit_B",7,0.875,6.47531698641263,0.0977116211639777
"520",4,"fit_B",8,1,6.83340217035087,0.110488425124224
"521",4,"fit_B",9,1.125,7.44732137071134,0.106298878843597
"522",4,"fit_B",10,1.25,7.83177697747174,0.11003370836421
"523",4,"fit_B",11,1.375,7.80220190387579,0.11148533115706
"524",4,"fit_B",12,1.5,7.78424732932818,0.124267933239492
"525",4,"fit_B",13,1.625,7.918278573901,0.171396027224665
"526",4,"fit_B",14,1.75,7.23412521865177,2.44437935388311
"527",4,"fit_B",15,1.875,4.0073594402738,4.21318656302778
"528",4,"fit_B",16,2,1.68354118635806,3.39151783583565
"529",4,"fit_B",17,2.125,1.35777871810729,3.13062333732931
"530",4,"fit_B",18,2.25,1.86032111014462,3.66088645164466
"531",4,"fit_B",19,2.375,1.83516990676162,3.60486795896272
"532",4,"fit_B",20,2.5,1.20803705473271,3.01926984491282
"533",4,"fit_B",21,2.625,1.17447862955758,3.06332676959587
"534",4,"fit_B",22,2.75,0.864737050488211,2.78311512244271
"535",4,"fit_B",23,2.875,0.834221955580651,2.6974568543508
"536",4,"fit_B",24,3,0.535207070707071,2.1374546203686
"537",4,"fit_B",25,3.125,0.478761446886447,2.12107067719794
"538",4,"fit_B",26,3.25,0.2595337995338,1.48635936385852
"539",4,"fit_B",27,3.375,0.193,1.37129703403586
"540",4,"fit_B",28,3.5,0.185833333333333,1.32021402330837
"541",4,"fit_B",29,3.625,0.185833333333333,1.32021402330837
"542",4,"fit_B",30,3.75,0.193666666666667,1.37528852191768
"543",4,"fit_B",31,3.875,0.192941176470588,1.3709458424327
"544",4,"fit_B",32,4,0.1996875,1.42407609353238
"545",4,"fit_O",1,0.125,4.53171495505718,0.0470550123615519
"546",4,"fit_O",2,0.25,4.66147896187742,0.04641888732936
"547",4,"fit_O",3,0.375,4.59903977383516,0.0590587327117344
"548",4,"fit_O",4,0.5,4.56957270242379,0.0591232570550247
"549",4,"fit_O",5,0.625,5.6305577843158,0.0452442404390508
"550",4,"fit_O",6,0.75,7.01143539311004,0.0591841771268131
"551",4,"fit_O",7,0.875,7.43387587346313,0.0447215763783655
"552",4,"fit_O",8,1,7.82705671645375,0.0356176729256192
"553",4,"fit_O",9,1.125,9.07130027603168,0.0802077728547143
"554",4,"fit_O",10,1.25,10.0915779763634,0.163047517756087
"555",4,"fit_O",11,1.375,10.1744074384198,0.189505895951259
"556",4,"fit_O",12,1.5,10.3397789973358,0.2561360290963
"557",4,"fit_O",13,1.625,10.5784756940962,2.05362531066174
"558",4,"fit_O",14,1.75,8.61004410797355,5.70275878972491
"559",4,"fit_O",15,1.875,11.4247621173055,4.65196826158036
"560",4,"fit_O",16,2,13.8193939834839,2.35353011369878
"561",4,"fit_O",17,2.125,9.99651429058746,5.27082268505939
"562",4,"fit_O",18,2.25,4.11520191102757,6.36377955358624
"563",4,"fit_O",19,2.375,3.99010293726741,5.47573028108935
"564",4,"fit_O",20,2.5,9.42936919483515,0.47431636615272
"565",4,"fit_O",21,2.625,9.24753093144827,0.251291076860639
"566",4,"fit_O",22,2.75,9.3868823769254,0.147630991786681
"567",4,"fit_O",23,2.875,9.90164214298956,0.168591290333669
"568",4,"fit_O",24,3,9.90801656181266,0.128801551590955
"569",4,"fit_O",25,3.125,10.4360539648789,0.128462852056502
"570",4,"fit_O",26,3.25,10.8506517298456,0.150574340997303
"571",4,"fit_O",27,3.375,11.1851694486169,0.176605681374569
"572",4,"fit_O",28,3.5,11.3589337492433,0.180516542111259
"573",4,"fit_O",29,3.625,11.8275734702517,0.210148405941477
"574",4,"fit_O",30,3.75,12.3724253198728,0.209929356628458
"575",4,"fit_O",31,3.875,12.9086678339582,0.22065022925779
"576",4,"fit_O",32,4,13.4102875992559,0.222105499051701
"577",4,"fit_Y",1,0.125,7.23895834933717,0.0734922293133858
"578",4,"fit_Y",2,0.25,6.95796819044763,0.0970724696157877
"579",4,"fit_Y",3,0.375,6.88396471002345,0.141054143949776
"580",4,"fit_Y",4,0.5,6.92797259722153,0.177095784238342
"581",4,"fit_Y",5,0.625,7.67867568713514,0.063380594482716
"582",4,"fit_Y",6,0.75,8.18903693089553,0.0301656887908633
"583",4,"fit_Y",7,0.875,8.32120346847791,0.0230878331739601
"584",4,"fit_Y",8,1,8.37345364440936,0.020746200606627
"585",4,"fit_Y",9,1.125,8.59427789204133,0.047288386050952
"586",4,"fit_Y",10,1.25,8.62604496039222,0.0604400697357386
"587",4,"fit_Y",11,1.375,8.38275255912066,0.0528139372135688
"588",4,"fit_Y",12,1.5,8.2195845621579,0.0425088092600453
"589",4,"fit_Y",13,1.625,8.18289503267646,0.0500990803360905
"590",4,"fit_Y",14,1.75,8.20695072501426,0.0551226787471899
"591",4,"fit_Y",15,1.875,8.31855456156902,0.0804005316470818
"592",4,"fit_Y",16,2,8.47020292251726,0.10867407693516
"593",4,"fit_Y",17,2.125,8.2895995485305,0.0875477517961339
"594",4,"fit_Y",18,2.25,8.13462161292669,0.0575248899317622
"595",4,"fit_Y",19,2.375,8.08658803641375,0.0472003790913476
"596",4,"fit_Y",20,2.5,8.19672639917102,0.0459339978621023
"597",4,"fit_Y",21,2.625,8.48288543191533,0.0875189610472983
"598",4,"fit_Y",22,2.75,8.68273207086307,0.0950525035056223
"599",4,"fit_Y",23,2.875,8.82984700523675,0.120321137420985
"600",4,"fit_Y",24,3,9.16686625610571,0.164686655569147
"601",4,"fit_Y",25,3.125,9.54911417815294,0.231975643163389
"602",4,"fit_Y",26,3.25,10.0068722326814,0.22921469921126
"603",4,"fit_Y",27,3.375,10.2808643746919,0.263542105433216
"604",4,"fit_Y",28,3.5,10.5536034820344,0.298751208157316
"605",4,"fit_Y",29,3.625,10.883048527725,0.311174488718876
"606",4,"fit_Y",30,3.75,11.2202181791475,0.358413566689516
"607",4,"fit_Y",31,3.875,11.5861603756192,0.360292391366147
"608",4,"fit_Y",32,4,12.0006678806871,0.401899287605049
"609",4,"fit_total",1,0.125,5.5521135,0.0692663220946164
"610",4,"fit_total",2,0.25,4.886694,0.0670472418553071
"611",4,"fit_total",3,0.375,4.5633985,0.0541992426309416
"612",4,"fit_total",4,0.5,4.5215355,0.0495621114732501
"613",4,"fit_total",5,0.625,5.347381,0.0841181275518439
"614",4,"fit_total",6,0.75,6.679859,0.108421117668864
"615",4,"fit_total",7,0.875,7.282958,0.085169197531037
"616",4,"fit_total",8,1,7.722804,0.06526787447423
"617",4,"fit_total",9,1.125,8.4013735,0.0567455847323487
"618",4,"fit_total",10,1.25,8.609674,0.0608188996907702
"619",4,"fit_total",11,1.375,8.372558,0.0559793494211585
"620",4,"fit_total",12,1.5,8.2153025,0.046141298344095
"621",4,"fit_total",13,1.625,8.187099,0.0533256978341114
"622",4,"fit_total",14,1.75,8.2094415,0.0574963683767519
"623",4,"fit_total",15,1.875,8.323371,0.0834454258782349
"624",4,"fit_total",16,2,8.4826885,0.116871125356829
"625",4,"fit_total",17,2.125,8.292498,0.0902404976726194
"626",4,"fit_total",18,2.25,8.135678,0.0585244666612162
"627",4,"fit_total",19,2.375,8.087486,0.0479303967575205
"628",4,"fit_total",20,2.5,8.2019445,0.0464551836247158
"629",4,"fit_total",21,2.625,8.494021,0.0867191202513708
"630",4,"fit_total",22,2.75,8.702004,0.0932143770286992
"631",4,"fit_total",23,2.875,8.8583985,0.117453838010445
"632",4,"fit_total",24,3,9.1983385,0.157237059954006
"633",4,"fit_total",25,3.125,9.59569,0.219974775069022
"634",4,"fit_total",26,3.25,10.058603,0.216687579972045
"635",4,"fit_total",27,3.375,10.337393,0.248700388486495
"636",4,"fit_total",28,3.5,10.600073,0.281461459803195
"637",4,"fit_total",29,3.625,10.9467285,0.294172686199464
"638",4,"fit_total",30,3.75,11.31056,0.334988283829495
"639",4,"fit_total",31,3.875,11.706368,0.332617928545499
"640",4,"fit_total",32,4,12.1429945,0.367540490444127
"641",5,"fit_B",1,0.125,4.9853702185257,0.0668224715403712
"642",5,"fit_B",2,0.25,4.28686297110977,0.042289754434457
"643",5,"fit_B",3,0.375,4.11452712723013,0.0240498293733237
"644",5,"fit_B",4,0.5,4.08221192462215,0.019976827952731
"645",5,"fit_B",5,0.625,4.43787539501469,0.0590066141070334
"646",5,"fit_B",6,0.75,5.37639096417088,0.112795438965278
"647",5,"fit_B",7,0.875,5.95414265265545,0.110715431469079
"648",5,"fit_B",8,1,6.44395871895821,0.0961231609585333
"649",5,"fit_B",9,1.125,6.98510320656261,0.0955757389056562
"650",5,"fit_B",10,1.25,7.26891740366114,0.101095782800971
"651",5,"fit_B",11,1.375,7.184139645718,0.105367608036308
"652",5,"fit_B",12,1.5,7.13017730458184,0.123802901837836
"653",5,"fit_B",13,1.625,7.24769671891112,0.144300338192034
"654",5,"fit_B",14,1.75,6.60396107028826,2.23160665179786
"655",5,"fit_B",15,1.875,3.63688529196089,3.8209354251795
"656",5,"fit_B",16,2,1.50651131704205,3.03209492919099
"657",5,"fit_B",17,2.125,1.23821860624592,2.86022520644754
"658",5,"fit_B",18,2.25,1.62098886316271,3.16433607497422
"659",5,"fit_B",19,2.375,1.63283746495356,3.18798929921975
"660",5,"fit_B",20,2.5,1.10949630359903,2.77413614175398
"661",5,"fit_B",21,2.625,1.08680122179464,2.83794874092179
"662",5,"fit_B",22,2.75,0.782317426108374,2.53041505231198
"663",5,"fit_B",23,2.875,0.64453714156414,2.20900376825841
"664",5,"fit_B",24,3,0.519875885960445,2.07466890021806
"665",5,"fit_B",25,3.125,0.449557913351017,1.99755349281934
"666",5,"fit_B",26,3.25,0.253363095238095,1.45961593717515
"667",5,"fit_B",27,3.375,0.166112804878049,1.17358832761464
"668",5,"fit_B",28,3.5,0.170265957446809,1.2106943329045
"669",5,"fit_B",29,3.625,0.170326086956522,1.21105093281025
"670",5,"fit_B",30,3.75,0.191818181818182,1.36427257885713
"671",5,"fit_B",31,3.875,0.189473684210526,1.35053538623984
"672",5,"fit_B",32,4,0.202045454545455,1.44060734341677
"673",5,"fit_O",1,0.125,4.13509327625543,0.044973087105783
"674",5,"fit_O",2,0.25,4.50244784077542,0.0272826624279444
"675",5,"fit_O",3,0.375,4.47240619483788,0.0348989242312994
"676",5,"fit_O",4,0.5,4.45549999768852,0.0320413694549683
"677",5,"fit_O",5,0.625,5.59769723283214,0.0368580836101581
"678",5,"fit_O",6,0.75,6.98688940958012,0.0418733946347499
"679",5,"fit_O",7,0.875,7.3648221376632,0.042437967944797
"680",5,"fit_O",8,1,7.73588295105529,0.0365723282078139
"681",5,"fit_O",9,1.125,8.87713249300903,0.0826628826453399
"682",5,"fit_O",10,1.25,9.73852356876384,0.188669327378005
"683",5,"fit_O",11,1.375,10.2470752662276,0.163010274271836
"684",5,"fit_O",12,1.5,10.7149356771224,0.166961614226293
"685",5,"fit_O",13,1.625,10.5636461967997,2.97774802318898
"686",5,"fit_O",14,1.75,5.70772419646236,6.02647829163835
"687",5,"fit_O",15,1.875,2.64353301884213,5.18075860247318
"688",5,"fit_O",16,2,4.07913638975404,6.0440714971024
"689",5,"fit_O",17,2.125,1.45446519820049,4.02700025421955
"690",5,"fit_O",18,2.25,1.38576457983604,4.2181599275728
"691",5,"fit_O",19,2.375,1.9984871122387,5.20569849715777
"692",5,"fit_O",20,2.5,6.5248085413264,5.09116943828459
"693",5,"fit_O",21,2.625,9.35051683872048,2.31825015436588
"694",5,"fit_O",22,2.75,9.50409071004945,0.424719127066313
"695",5,"fit_O",23,2.875,10.2433742549047,0.662156617092861
"696",5,"fit_O",24,3,9.99283659400276,0.289605892388131
"697",5,"fit_O",25,3.125,10.8518363513815,0.218781825523632
"698",5,"fit_O",26,3.25,11.4048692633601,0.203736976276622
"699",5,"fit_O",27,3.375,11.7006374098475,0.189459257543425
"700",5,"fit_O",28,3.5,11.8911114950291,0.275712671168429
"701",5,"fit_O",29,3.625,12.4285997717953,0.24123171715425
"702",5,"fit_O",30,3.75,13.0060284829365,0.262170239612001
"703",5,"fit_O",31,3.875,13.6280631291234,0.231069883191736
"704",5,"fit_O",32,4,13.8233624636497,0.263392883909061
"705",5,"fit_Y",1,0.125,7.17174669167629,0.0805167055319864
"706",5,"fit_Y",2,0.25,6.93006540888294,0.107195669510404
"707",5,"fit_Y",3,0.375,6.85903534005174,0.123894001874269
"708",5,"fit_Y",4,0.5,6.79186731016798,0.158552348230701
"709",5,"fit_Y",5,0.625,7.62604973072277,0.0684549008456682
"710",5,"fit_Y",6,0.75,8.21904051220405,0.0314483020316219
"711",5,"fit_Y",7,0.875,8.33297842363455,0.0262107356090754
"712",5,"fit_Y",8,1,8.33145881218924,0.0262941521520418
"713",5,"fit_Y",9,1.125,8.33321922648774,0.0443037499303247
"714",5,"fit_Y",10,1.25,8.19837672906243,0.0397780641387212
"715",5,"fit_Y",11,1.375,8.10598386391585,0.030002565345763
"716",5,"fit_Y",12,1.5,8.06122110921189,0.0251797333829793
"717",5,"fit_Y",13,1.625,8.02420446199251,0.018051405306144
"718",5,"fit_Y",14,1.75,8.01018628676719,0.0120541294483116
"719",5,"fit_Y",15,1.875,8.01622839900176,0.0161697993851782
"720",5,"fit_Y",16,2,8.04053386216419,0.0328076640430284
"721",5,"fit_Y",17,2.125,8.01165556902462,0.0139519393727568
"722",5,"fit_Y",18,2.25,8.00307748190311,0.00625295027149066
"723",5,"fit_Y",19,2.375,8.00324363640368,0.00652146445531519
"724",5,"fit_Y",20,2.5,8.12626934549466,0.0329611553224745
"725",5,"fit_Y",21,2.625,8.42615221555784,0.0994911435177798
"726",5,"fit_Y",22,2.75,8.91144991670834,0.127616122738854
"727",5,"fit_Y",23,2.875,8.95419854819288,0.146055331924045
"728",5,"fit_Y",24,3,9.58236807868436,0.2289217502104
"729",5,"fit_Y",25,3.125,10.0847936563683,0.229003318141811
"730",5,"fit_Y",26,3.25,10.591622479668,0.280440959864292
"731",5,"fit_Y",27,3.375,10.714886997208,0.314810496850306
"732",5,"fit_Y",28,3.5,10.609140505577,0.31051425501774
"733",5,"fit_Y",29,3.625,11.201440956015,0.394677489075868
"734",5,"fit_Y",30,3.75,11.8765929255658,0.391027439505437
"735",5,"fit_Y",31,3.875,12.7122280852398,0.402817984041334
"736",5,"fit_Y",32,4,13.4863502798768,0.407934834833255
"737",5,"fit_total",1,0.125,5.0662325,0.0695166008714262
"738",5,"fit_total",2,0.25,4.3865815,0.0477720189091539
"739",5,"fit_total",3,0.375,4.176989,0.0335564582141618
"740",5,"fit_total",4,0.5,4.1282245,0.0289373701057363
"741",5,"fit_total",5,0.625,4.7701,0.0750040578026862
"742",5,"fit_total",6,0.75,6.196747,0.12174074017843
"743",5,"fit_total",7,0.875,6.900296,0.097209631511419
"744",5,"fit_total",8,1,7.414082,0.068019086937997
"745",5,"fit_total",9,1.125,7.9768435,0.0608111548010093
"746",5,"fit_total",10,1.25,8.111583,0.0467519341251723
"747",5,"fit_total",11,1.375,8.035658,0.0466933861386268
"748",5,"fit_total",12,1.5,8.001889,0.046857872671656
"749",5,"fit_total",13,1.625,8.0125055,0.0282182134525655
"750",5,"fit_total",14,1.75,8.0063625,0.0167462921796939
"751",5,"fit_total",15,1.875,8.016393,0.0183725201308801
"752",5,"fit_total",16,2,8.0412465,0.0336218260151938
"753",5,"fit_total",17,2.125,8.012119,0.0153592810424647
"754",5,"fit_total",18,2.25,8.004079,0.00890045163988536
"755",5,"fit_total",19,2.375,8.0051465,0.0110663067096443
"756",5,"fit_total",20,2.5,8.1281475,0.0354115909910181
"757",5,"fit_total",21,2.625,8.430901,0.0995242612876303
"758",5,"fit_total",22,2.75,8.9178485,0.126763727855201
"759",5,"fit_total",23,2.875,8.9643025,0.145150250850523
"760",5,"fit_total",24,3,9.5911445,0.223971635999005
"761",5,"fit_total",25,3.125,10.108596,0.222122753813328
"762",5,"fit_total",26,3.25,10.6230665,0.270657523175068
"763",5,"fit_total",27,3.375,10.75593,0.302176168096785
"764",5,"fit_total",28,3.5,10.6553045,0.29934374147517
"765",5,"fit_total",29,3.625,11.2555615,0.378180230391996
"766",5,"fit_total",30,3.75,11.9418205,0.373892525954176
"767",5,"fit_total",31,3.875,12.77718,0.381374300352943
"768",5,"fit_total",32,4,13.5164775,0.381865626015318
"769",6,"fit_B",1,0.125,4.79010218745805,0.0737086829019542
"770",6,"fit_B",2,0.25,4.16376102066789,0.0296932213337825
"771",6,"fit_B",3,0.375,4.07090639005575,0.018742215209527
"772",6,"fit_B",4,0.5,4.04770682887884,0.0163488505029631
"773",6,"fit_B",5,0.625,4.27956635672456,0.0408194852067831
"774",6,"fit_B",6,0.75,4.99001008258062,0.11095437848213
"775",6,"fit_B",7,0.875,5.56254334786011,0.114429398650211
"776",6,"fit_B",8,1,6.07878194134468,0.0984125464640367
"777",6,"fit_B",9,1.125,6.53931501315596,0.109889350482726
"778",6,"fit_B",10,1.25,6.7931294981819,0.107699371473142
"779",6,"fit_B",11,1.375,6.69819232874726,0.106116764499223
"780",6,"fit_B",12,1.5,6.63477799984339,0.12969460955725
"781",6,"fit_B",13,1.625,6.7444810804347,0.141290909233859
"782",6,"fit_B",14,1.75,6.12831438347808,2.06937275336967
"783",6,"fit_B",15,1.875,3.40734114202847,3.59622622738397
"784",6,"fit_B",16,2,1.39219316348254,2.80181072495915
"785",6,"fit_B",17,2.125,1.15435374411628,2.66934144603391
"786",6,"fit_B",18,2.25,1.51129725669914,2.95259225239757
"787",6,"fit_B",19,2.375,1.53576333803622,2.99961393546632
"788",6,"fit_B",20,2.5,1.03505431161434,2.586715731777
"789",6,"fit_B",21,2.625,1.04156108571398,2.72512594683108
"790",6,"fit_B",22,2.75,0.756180278642204,2.44170030241464
"791",6,"fit_B",23,2.875,0.609394863648361,2.08600063592283
"792",6,"fit_B",24,3,0.493700396825397,1.96876860166752
"793",6,"fit_B",25,3.125,0.407073643410853,1.79812001124249
"794",6,"fit_B",26,3.25,0.242857142857143,1.3997452428928
"795",6,"fit_B",27,3.375,0.152301587301587,1.07571349362821
"796",6,"fit_B",28,3.5,0.154107142857143,1.09203564071869
"797",6,"fit_B",29,3.625,0.154431818181818,1.09403021794126
"798",6,"fit_B",30,3.75,0.196503759398496,1.40455959170937
"799",6,"fit_B",31,3.875,0.196190476190476,1.39610830340367
"800",6,"fit_B",32,4,0.199047619047619,1.41913477753195
"801",6,"fit_O",1,0.125,3.78132517139379,0.0501336742609995
"802",6,"fit_O",2,0.25,4.42045078250121,0.0216082886595655
"803",6,"fit_O",3,0.375,4.40522955300464,0.0293590511394846
"804",6,"fit_O",4,0.5,4.39516682543513,0.0292006008524013
"805",6,"fit_O",5,0.625,5.64493688869672,0.0334279250208231
"806",6,"fit_O",6,0.75,7.03658920292923,0.0442083962438067
"807",6,"fit_O",7,0.875,7.33139752412019,0.0441198351947638
"808",6,"fit_O",8,1,7.67994010059613,0.0357454321929698
"809",6,"fit_O",9,1.125,8.86182156252473,0.0769606554349102
"810",6,"fit_O",10,1.25,9.89501441967144,0.164437495457544
"811",6,"fit_O",11,1.375,10.4489591765046,0.150578048409211
"812",6,"fit_O",12,1.5,10.9930944966788,0.129546564433753
"813",6,"fit_O",13,1.625,10.9839325076896,3.06416689814927
"814",6,"fit_O",14,1.75,5.59135061533751,6.27457817633372
"815",6,"fit_O",15,1.875,2.20557892913113,4.93852551982035
"816",6,"fit_O",16,2,1.25496598357068,4.03243458496651
"817",6,"fit_O",17,2.125,1.29780728392652,4.17169460438657
"818",6,"fit_O",18,2.25,1.56909681824682,4.73828478859424
"819",6,"fit_O",19,2.375,2.1635163363809,5.62727294064104
"820",6,"fit_O",20,2.5,2.12861465834611,5.12695525529164
"821",6,"fit_O",21,2.625,6.82170607617454,5.48542346820998
"822",6,"fit_O",22,2.75,9.61296264690602,0.732303146776045
"823",6,"fit_O",23,2.875,10.2044062430827,1.16006395288427
"824",6,"fit_O",24,3,9.93253807388549,0.434544723986248
"825",6,"fit_O",25,3.125,10.8289853759747,0.24650424450034
"826",6,"fit_O",26,3.25,11.3359469964306,0.225227394132641
"827",6,"fit_O",27,3.375,11.3842280831357,0.242037535692919
"828",6,"fit_O",28,3.5,11.8722212697417,0.233078670959906
"829",6,"fit_O",29,3.625,12.3211474890232,0.23535915832746
"830",6,"fit_O",30,3.75,12.7710411662746,0.237536253687431
"831",6,"fit_O",31,3.875,13.0943126850192,0.20083031337741
"832",6,"fit_O",32,4,13.3574892436067,0.258995752533984
"833",6,"fit_Y",1,0.125,7.29069261612042,0.081632895830313
"834",6,"fit_Y",2,0.25,7.14408527373029,0.0870112320561395
"835",6,"fit_Y",3,0.375,7.09504457092891,0.0966563556498437
"836",6,"fit_Y",4,0.5,7.02554801406222,0.104022139051596
"837",6,"fit_Y",5,0.625,7.76164735999116,0.053100576078614
"838",6,"fit_Y",6,0.75,8.28812474725342,0.0302630418798098
"839",6,"fit_Y",7,0.875,8.38914669796521,0.0284461804873206
"840",6,"fit_Y",8,1,8.34416014107765,0.0320316237515521
"841",6,"fit_Y",9,1.125,8.2801112346954,0.051255110692331
"842",6,"fit_Y",10,1.25,8.12663843213682,0.0354155951375723
