"","Generation","strategy","zo","ratio","fit_media","fit_sd"
"3847",30,"fit_B",7,0.875,5.76861777967423,0.0918358966506212
"3848",30,"fit_B",8,1,5.74613676681383,0.12383645086318
"3849",30,"fit_B",9,1.125,5.98561409105844,0.151585529254261
"3850",30,"fit_B",10,1.25,5.69000576212251,0.209550577836647
"3851",30,"fit_B",11,1.375,5.45431165714345,0.303627429903077
"3852",30,"fit_B",12,1.5,4.95966712917457,0.33404825494121
"3853",30,"fit_B",13,1.625,4.37693723760407,0.187004929721117
"3854",30,"fit_B",14,1.75,4.01841586610122,1.35567033863123
"3855",30,"fit_B",15,1.875,2.30466171224753,2.46472817553378
"3856",30,"fit_B",16,2,0.950952450235997,1.9197218408126
"3857",30,"fit_B",17,2.125,0.779908815262285,1.80948433453694
"3858",30,"fit_B",18,2.25,1.11287370843566,2.22739489756412
"3859",30,"fit_B",19,2.375,1.12441785310839,2.2244521387105
"3860",30,"fit_B",20,2.5,0.766713626128977,1.95392029212496
"3861",30,"fit_B",21,2.625,0.821026111166574,2.19457983648047
"3862",30,"fit_B",22,2.75,0.486062677311286,1.67105863725651
"3863",30,"fit_B",23,2.875,0.443688093768606,1.53944772744781
"3864",30,"fit_B",24,3,0.365120217565362,1.45548944912869
"3865",30,"fit_B",25,3.125,0.35695222878716,1.62792039252764
"3866",30,"fit_B",26,3.25,0.145759894867038,1.0553178012043
"3867",30,"fit_B",27,3.375,0.140176630434783,1.00648102469771
"3868",30,"fit_B",28,3.5,0.139259389259389,0.989369182930483
"3869",30,"fit_B",29,3.625,0,0
"3870",30,"fit_B",30,3.75,0,0
"3871",30,"fit_B",31,3.875,0,0
"3872",30,"fit_B",32,4,0,0
"3873",30,"fit_O",1,0.125,2.86308086381833,0.0858673928781207
"3874",30,"fit_O",2,0.25,4.15932708060187,0.0296664227083282
"3875",30,"fit_O",3,0.375,4.12310831522753,0.0414436704137593
"3876",30,"fit_O",4,0.5,4.12454613058598,0.0491057761068836
"3877",30,"fit_O",5,0.625,5.84585365873629,0.043591341243771
"3878",30,"fit_O",6,0.75,7.3906291033966,0.0477118636815642
"3879",30,"fit_O",7,0.875,7.34960433904214,0.052066876878774
"3880",30,"fit_O",8,1,7.34827992484813,0.0496375426372452
"3881",30,"fit_O",9,1.125,9.12944570863705,0.0573901249105797
"3882",30,"fit_O",10,1.25,10.5972774810392,0.0914785492051627
"3883",30,"fit_O",11,1.375,10.8443108109137,0.131536607909045
"3884",30,"fit_O",12,1.5,11.3950167893611,0.0834400368177665
"3885",30,"fit_O",13,1.625,11.6462919773019,3.24066410429149
"3886",30,"fit_O",14,1.75,6.2495276657995,7.09687418801293
"3887",30,"fit_O",15,1.875,2.56389354511312,5.76640492883608
"3888",30,"fit_O",16,2,1.43988772250846,4.91766748702549
"3889",30,"fit_O",17,2.125,1.46349673992555,5.00245281521442
"3890",30,"fit_O",18,2.25,1.72739617797697,5.22490683314626
"3891",30,"fit_O",19,2.375,2.34290791643343,6.09757856563335
"3892",30,"fit_O",20,2.5,1.59629635364435,5.1101641184262
"3893",30,"fit_O",21,2.625,2.82822887250326,6.19233424278685
"3894",30,"fit_O",22,2.75,3.18200094026494,6.1440271760723
"3895",30,"fit_O",23,2.875,2.56266668894519,5.79634106478409
"3896",30,"fit_O",24,3,2.39394028877747,5.76974378851263
"3897",30,"fit_O",25,3.125,11.5034242791011,1.2178204622189
"3898",30,"fit_O",26,3.25,12.865086808948,0.487045587567522
"3899",30,"fit_O",27,3.375,11.7515877972084,0.353107981702379
"3900",30,"fit_O",28,3.5,12.0486000435034,0.324091305788129
"3901",30,"fit_O",29,3.625,12.4160422872184,0.23713190304781
"3902",30,"fit_O",30,3.75,12.8941830883678,0.248888400866904
"3903",30,"fit_O",31,3.875,13.1884774886327,0.217612968391663
"3904",30,"fit_O",32,4,13.4723713390943,0.215734935646711
"3905",30,"fit_Y",1,0.125,8.40982648600108,0.060066112982436
"3906",30,"fit_Y",2,0.25,7.92754693356994,0.0547768732850294
"3907",30,"fit_Y",3,0.375,7.75732141682594,0.0653531357211693
"3908",30,"fit_Y",4,0.5,7.51132343611859,0.0366886283556938
"3909",30,"fit_Y",5,0.625,8.03843152558444,0.0257287044306975
"3910",30,"fit_Y",6,0.75,8.46960817822671,0.0200006081177896
"3911",30,"fit_Y",7,0.875,8.55599072494353,0.0322605033431618
"3912",30,"fit_Y",8,1,8.64869587358788,0.0445487315251456
"3913",30,"fit_Y",9,1.125,8.89978507339454,0.0694471931211771
"3914",30,"fit_Y",10,1.25,9.13384576148181,0.147134647614503
"3915",30,"fit_Y",11,1.375,9.31022138827689,0.197334167626607
"3916",30,"fit_Y",12,1.5,9.59035611018428,0.24980377092514
"3917",30,"fit_Y",13,1.625,9.26543382670879,0.619941179863809
"3918",30,"fit_Y",14,1.75,8.22601581463825,0.333251491068784
"3919",30,"fit_Y",15,1.875,8.04353985351572,0.130504624733216
"3920",30,"fit_Y",16,2,8.01620794920057,0.0586074749091199
"3921",30,"fit_Y",17,2.125,8.01480265729957,0.0549988224426287
"3922",30,"fit_Y",18,2.25,8.02232119026675,0.0768524149117957
"3923",30,"fit_Y",19,2.375,8.02972759091342,0.083103631960038
"3924",30,"fit_Y",20,2.5,8.02141547425107,0.0783106623279704
"3925",30,"fit_Y",21,2.625,8.02609777828623,0.0814910770800429
"3926",30,"fit_Y",22,2.75,8.02701256133714,0.0883607064726477
"3927",30,"fit_Y",23,2.875,8.02043547034422,0.0703945353616787
"3928",30,"fit_Y",24,3,8.02261307106928,0.0726290863484429
"3929",30,"fit_Y",25,3.125,8.49184758667974,0.216530834725507
"3930",30,"fit_Y",26,3.25,10.409636551444,0.331546355983491
"3931",30,"fit_Y",27,3.375,9.14439994389101,0.344828234600915
"3932",30,"fit_Y",28,3.5,9.29537731676056,0.434085390022245
"3933",30,"fit_Y",29,3.625,10.7364552031806,0.469702767164029
"3934",30,"fit_Y",30,3.75,12.1892210070478,0.50130208521917
"3935",30,"fit_Y",31,3.875,13.5022783943437,0.475698819028571
"3936",30,"fit_Y",32,4,14.2348560483776,0.622243148757818
"3937",30,"fit_total",1,0.125,5.3058915,0.153429416709667
"3938",30,"fit_total",2,0.25,5.305478,0.104976049774521
"3939",30,"fit_total",3,0.375,5.003048,0.178806941473736
"3940",30,"fit_total",4,0.5,4.879675,0.197746108838091
"3941",30,"fit_total",5,0.625,5.9525085,0.109843534969041
"3942",30,"fit_total",6,0.75,6.9981365,0.0834786248135268
"3943",30,"fit_total",7,0.875,7.042184,0.072976792312088
"3944",30,"fit_total",8,1,7.096745,0.096815567530029
"3945",30,"fit_total",9,1.125,7.922875,0.112446226542452
"3946",30,"fit_total",10,1.25,8.270032,0.208626893358271
"3947",30,"fit_total",11,1.375,8.147533,0.345988698742568
"3948",30,"fit_total",12,1.5,7.710428,0.631270174807919
"3949",30,"fit_total",13,1.625,6.2294805,0.855560070206687
"3950",30,"fit_total",14,1.75,6.4793515,0.926401382058309
"3951",30,"fit_total",15,1.875,7.587851,0.657666955757973
"3952",30,"fit_total",16,2,7.877274,0.392572652188693
"3953",30,"fit_total",17,2.125,7.931031,0.423604375935992
"3954",30,"fit_total",18,2.25,7.894619,0.369580050361559
"3955",30,"fit_total",19,2.375,7.9520705,0.336676605921016
"3956",30,"fit_total",20,2.5,7.9623215,0.287303335656837
"3957",30,"fit_total",21,2.625,8.0214545,0.19554784995228
"3958",30,"fit_total",22,2.75,8.045133,0.158452226210013
"3959",30,"fit_total",23,2.875,8.002968,0.216915987614625
"3960",30,"fit_total",24,3,8.0342735,0.119724551175993
"3961",30,"fit_total",25,3.125,8.5276635,0.225609185067045
"3962",30,"fit_total",26,3.25,10.5514125,0.316565371388555
"3963",30,"fit_total",27,3.375,9.2092495,0.349420322162509
"3964",30,"fit_total",28,3.5,9.37115,0.440402591644591
"3965",30,"fit_total",29,3.625,10.829703,0.450380204748491
"3966",30,"fit_total",30,3.75,12.2457955,0.463425171631589
"3967",30,"fit_total",31,3.875,13.471021,0.436561685575041
"3968",30,"fit_total",32,4,14.150251,0.57213818578675
"3969",31,"fit_B",1,0.125,6.17428972066607,0.129573109114703
"3970",31,"fit_B",2,0.25,5.31957363828822,0.154227007568191
"3971",31,"fit_B",3,0.375,5.01232366512771,0.192355054712906
"3972",31,"fit_B",4,0.5,4.75866884887687,0.174950455406786
"3973",31,"fit_B",5,0.625,5.17818941471912,0.103779546455793
"3974",31,"fit_B",6,0.75,5.77791315331389,0.103221866681023
"3975",31,"fit_B",7,0.875,5.80397990779356,0.0898515423539794
"3976",31,"fit_B",8,1,5.74805051469288,0.134957573052989
"3977",31,"fit_B",9,1.125,6.00613748747398,0.147659874777463
"3978",31,"fit_B",10,1.25,5.67666186989745,0.2098492961788
"3979",31,"fit_B",11,1.375,5.49398311525013,0.29778064081752
"3980",31,"fit_B",12,1.5,5.01102824696354,0.345772898498299
"3981",31,"fit_B",13,1.625,4.37202720877603,0.189707779445178
"3982",31,"fit_B",14,1.75,3.99970996202383,1.34980356526446
"3983",31,"fit_B",15,1.875,2.29404114908945,2.45390992982943
"3984",31,"fit_B",16,2,0.946709596421223,1.91086801262199
"3985",31,"fit_B",17,2.125,0.775597597575038,1.79890630788564
"3986",31,"fit_B",18,2.25,1.10759695896487,2.21668273222542
"3987",31,"fit_B",19,2.375,1.11833488453722,2.21264382851705
"3988",31,"fit_B",20,2.5,0.76366175339556,1.94776609549661
"3989",31,"fit_B",21,2.625,0.805252617602762,2.13905973091687
"3990",31,"fit_B",22,2.75,0.48184333723613,1.65644916566011
"3991",31,"fit_B",23,2.875,0.441946630687443,1.53400974631213
"3992",31,"fit_B",24,3,0.363464976455065,1.44888460614573
"3993",31,"fit_B",25,3.125,0.24760801343436,1.23919720263958
"3994",31,"fit_B",26,3.25,0.138475682087782,0.994599961474025
"3995",31,"fit_B",27,3.375,0.139247542997543,1.00066070739706
"3996",31,"fit_B",28,3.5,0.150342163355408,1.08337128272107
"3997",31,"fit_B",29,3.625,0,0
"3998",31,"fit_B",30,3.75,0,0
"3999",31,"fit_B",31,3.875,0,0
"4000",31,"fit_B",32,4,0,0
"4001",31,"fit_O",1,0.125,2.8817906215837,0.0885796576425776
"4002",31,"fit_O",2,0.25,4.16588077282567,0.0318277820144084
"4003",31,"fit_O",3,0.375,4.12545395999958,0.0419589487650329
"4004",31,"fit_O",4,0.5,4.12789782746245,0.0522935306396859
"4005",31,"fit_O",5,0.625,5.84378417632161,0.0436448725871917
"4006",31,"fit_O",6,0.75,7.39320299736961,0.0472528679820417
"4007",31,"fit_O",7,0.875,7.35537611221457,0.0509398774623468
"4008",31,"fit_O",8,1,7.34170949235738,0.0544892074032546
"4009",31,"fit_O",9,1.125,9.13170563558993,0.0527461015081053
"4010",31,"fit_O",10,1.25,10.5994278773281,0.09870605946543
"4011",31,"fit_O",11,1.375,10.8445856736235,0.132231201688563
"4012",31,"fit_O",12,1.5,11.3987642388639,0.0825852913781441
"4013",31,"fit_O",13,1.625,11.6597437305702,3.24563920762928
"4014",31,"fit_O",14,1.75,6.24852231220903,7.09562649460601
"4015",31,"fit_O",15,1.875,2.57916070285707,5.78762348645233
"4016",31,"fit_O",16,2,1.44371924953555,4.93041456569749
"4017",31,"fit_O",17,2.125,1.46935767742429,5.02033948219723
"4018",31,"fit_O",18,2.25,1.7281334781076,5.22655056235991
"4019",31,"fit_O",19,2.375,2.36064108836194,6.1419812160506
"4020",31,"fit_O",20,2.5,1.63074760682903,5.21381462778056
"4021",31,"fit_O",21,2.625,2.94242095697327,6.40468828623167
"4022",31,"fit_O",22,2.75,3.33830730738167,6.30225091874342
"4023",31,"fit_O",23,2.875,2.46143652625691,5.60516994092283
"4024",31,"fit_O",24,3,2.40818042133033,5.77387879307929
"4025",31,"fit_O",25,3.125,11.6125845869287,1.30993376242992
"4026",31,"fit_O",26,3.25,12.8928512861179,0.490358244559949
"4027",31,"fit_O",27,3.375,11.7419794165291,0.335584877477253
"4028",31,"fit_O",28,3.5,12.0696584570864,0.360600453885476
"4029",31,"fit_O",29,3.625,12.413700538708,0.226870852453671
"4030",31,"fit_O",30,3.75,12.9248430714492,0.226325241664727
"4031",31,"fit_O",31,3.875,13.189145104792,0.212634646628835
"4032",31,"fit_O",32,4,13.557215416914,0.231071332544693
"4033",31,"fit_Y",1,0.125,8.41200887581079,0.0561975382934793
"4034",31,"fit_Y",2,0.25,7.9259798870501,0.0547762561929834
"4035",31,"fit_Y",3,0.375,7.76076744381334,0.0652787420091817
"4036",31,"fit_Y",4,0.5,7.5140834196285,0.0323862391639161
"4037",31,"fit_Y",5,0.625,8.03939255241244,0.0262076185168603
"4038",31,"fit_Y",6,0.75,8.47140236588699,0.0217790154926079
"4039",31,"fit_Y",7,0.875,8.55194529442005,0.0272858683308303
"4040",31,"fit_Y",8,1,8.6543434347975,0.0431197801997021
"4041",31,"fit_Y",9,1.125,8.90106571543492,0.0649423145824555
"4042",31,"fit_Y",10,1.25,9.15250657868771,0.159764528213476
"4043",31,"fit_Y",11,1.375,9.30933518049933,0.1957645349839
"4044",31,"fit_Y",12,1.5,9.58750227986303,0.24986556077728
"4045",31,"fit_Y",13,1.625,9.30717843846535,0.619650967134165
"4046",31,"fit_Y",14,1.75,8.24978656299343,0.366944640788521
"4047",31,"fit_Y",15,1.875,8.0467764491758,0.142562311567261
"4048",31,"fit_Y",16,2,8.01840169286938,0.0663119586825207
"4049",31,"fit_Y",17,2.125,8.01782973602799,0.0691218342091301
"4050",31,"fit_Y",18,2.25,8.02318599128372,0.0785158626364745
"4051",31,"fit_Y",19,2.375,8.03115984878171,0.0869192966618987
"4052",31,"fit_Y",20,2.5,8.02332709812123,0.0837831353746458
"4053",31,"fit_Y",21,2.625,8.02914214608889,0.0888811612478246
"4054",31,"fit_Y",22,2.75,8.03152142350106,0.0970183995663809
"4055",31,"fit_Y",23,2.875,8.02004417362236,0.068306009735869
"4056",31,"fit_Y",24,3,8.02309237251236,0.0739460692315167
"4057",31,"fit_Y",25,3.125,8.48784615644125,0.203376812890925
"4058",31,"fit_Y",26,3.25,10.4659178604993,0.364109540013069
"4059",31,"fit_Y",27,3.375,9.11468475994695,0.345591273227745
"4060",31,"fit_Y",28,3.5,9.29740373663251,0.421755845310033
"4061",31,"fit_Y",29,3.625,10.7894430620122,0.532394629151057
"4062",31,"fit_Y",30,3.75,12.2347425637858,0.502931370063718
"4063",31,"fit_Y",31,3.875,13.544370154536,0.51404216379208
"4064",31,"fit_Y",32,4,14.4843446221456,0.602750780423951
"4065",31,"fit_total",1,0.125,5.3370215,0.151483341960978
"4066",31,"fit_total",2,0.25,5.3079825,0.104592487315188
"4067",31,"fit_total",3,0.375,5.015545,0.173271023546957
"4068",31,"fit_total",4,0.5,4.893537,0.191895376010845
"4069",31,"fit_total",5,0.625,5.967259,0.108763928489201
"4070",31,"fit_total",6,0.75,7.00139,0.081163309929967
"4071",31,"fit_total",7,0.875,7.0683105,0.0717735996788414
"4072",31,"fit_total",8,1,7.124561,0.102702557574401
"4073",31,"fit_total",9,1.125,7.9287815,0.110542858285505
"4074",31,"fit_total",10,1.25,8.273586,0.216115473375516
"4075",31,"fit_total",11,1.375,8.171689,0.336134960162483
"4076",31,"fit_total",12,1.5,7.782405,0.621077247570296
"4077",31,"fit_total",13,1.625,6.259268,0.894955414287
"4078",31,"fit_total",14,1.75,6.408962,0.960631814004079
"4079",31,"fit_total",15,1.875,7.556285,0.700190264275981
"4080",31,"fit_total",16,2,7.867393,0.422903544714777
"4081",31,"fit_total",17,2.125,7.9266135,0.451944870981869
"4082",31,"fit_total",18,2.25,7.8857295,0.397193010678777
"4083",31,"fit_total",19,2.375,7.946398,0.360587489483089
"4084",31,"fit_total",20,2.5,7.9595,0.305893805680232
"4085",31,"fit_total",21,2.625,8.024224,0.208824903634068
"4086",31,"fit_total",22,2.75,8.0484355,0.162320506197063
"4087",31,"fit_total",23,2.875,7.999964,0.226609491238103
"4088",31,"fit_total",24,3,8.034287,0.118597577695978
"4089",31,"fit_total",25,3.125,8.5239075,0.215336353925596
"4090",31,"fit_total",26,3.25,10.6073535,0.34843442039487
"4091",31,"fit_total",27,3.375,9.1802815,0.35108116371849
"4092",31,"fit_total",28,3.5,9.373317,0.428496314189209
"4093",31,"fit_total",29,3.625,10.8777835,0.511033021480199
"4094",31,"fit_total",30,3.75,12.28921,0.467790898206073
"4095",31,"fit_total",31,3.875,13.5091775,0.469715184407939
"4096",31,"fit_total",32,4,14.3857225,0.558278436802584
"4097",32,"fit_B",1,0.125,6.17254746550777,0.128654635832968
"4098",32,"fit_B",2,0.25,5.28728053542755,0.157565633015898
"4099",32,"fit_B",3,0.375,5.00421335915274,0.182967995806247
"4100",32,"fit_B",4,0.5,4.75925091033258,0.167534834868981
"4101",32,"fit_B",5,0.625,5.19225121237806,0.10418016970387
"4102",32,"fit_B",6,0.75,5.7811468170625,0.102972038061021
"4103",32,"fit_B",7,0.875,5.83963935022984,0.0888915494794777
"4104",32,"fit_B",8,1,5.78792744060917,0.138998560180396
"4105",32,"fit_B",9,1.125,6.01266034380484,0.149507999413688
"4106",32,"fit_B",10,1.25,5.67824583371562,0.215032093647429
"4107",32,"fit_B",11,1.375,5.51999216035453,0.289296827072104
"4108",32,"fit_B",12,1.5,5.05693632976034,0.356957181130909
"4109",32,"fit_B",13,1.625,4.36670306915034,0.195277660923033
"4110",32,"fit_B",14,1.75,3.98102992570881,1.34404989568064
"4111",32,"fit_B",15,1.875,2.28323927069611,2.44299671390333
"4112",32,"fit_B",16,2,0.94278572588313,1.90269263248834
"4113",32,"fit_B",17,2.125,0.771696032754952,1.78944627357273
"4114",32,"fit_B",18,2.25,1.10268797865153,2.20673273379738
"4115",32,"fit_B",19,2.375,1.11381145754785,2.20398709664693
"4116",32,"fit_B",20,2.5,0.759192306051214,1.93592383726583
"4117",32,"fit_B",21,2.625,0.802273971043209,2.13237394628957
"4118",32,"fit_B",22,2.75,0.48079135205873,1.65420107157844
"4119",32,"fit_B",23,2.875,0.439397041216628,1.52545762806586
"4120",32,"fit_B",24,3,0.359915840008212,1.43485614479912
"4121",32,"fit_B",25,3.125,0.270148641878777,1.37046816339396
"4122",32,"fit_B",26,3.25,0.0538831615120275,0.538831615120275
"4123",32,"fit_B",27,3.375,0.138974358974359,0.999169060862558
"4124",32,"fit_B",28,3.5,0.147269592476489,1.05265152642858
"4125",32,"fit_B",29,3.625,0,0
"4126",32,"fit_B",30,3.75,0,0
"4127",32,"fit_B",31,3.875,0,0
"4128",32,"fit_B",32,4,0,0
"4129",32,"fit_O",1,0.125,2.89983305903067,0.0902287852610025
"4130",32,"fit_O",2,0.25,4.17216299028044,0.0329950703528695
"4131",32,"fit_O",3,0.375,4.12754817362327,0.042509592900737
"4132",32,"fit_O",4,0.5,4.13139325051817,0.0546262073025634
"4133",32,"fit_O",5,0.625,5.84495563295587,0.0435322808153334
"4134",32,"fit_O",6,0.75,7.39708674356469,0.0485887938526908
"4135",32,"fit_O",7,0.875,7.36402487456167,0.0523071186052383
"4136",32,"fit_O",8,1,7.34177102180719,0.0561338968861199
"4137",32,"fit_O",9,1.125,9.13911672499046,0.0546908645965112
"4138",32,"fit_O",10,1.25,10.6044117133838,0.0944498860254175
"4139",32,"fit_O",11,1.375,10.8484905988067,0.13516122364143
"4140",32,"fit_O",12,1.5,11.4033871468913,0.0846442818810263
"4141",32,"fit_O",13,1.625,11.6681674824437,3.24745140127534
"4142",32,"fit_O",14,1.75,6.2531471074913,7.09989301220565
"4143",32,"fit_O",15,1.875,2.55967806293891,5.76342842780939
"4144",32,"fit_O",16,2,1.43829361567055,4.91417461914819
"4145",32,"fit_O",17,2.125,1.45855120188091,4.98825963574788
"4146",32,"fit_O",18,2.25,1.71075101728118,5.18566138741344
"4147",32,"fit_O",19,2.375,2.36672084836942,6.15669740781889
"4148",32,"fit_O",20,2.5,1.6481806756691,5.26920200973793
"4149",32,"fit_O",21,2.625,2.90502624292878,6.37353675879488
"4150",32,"fit_O",22,2.75,3.14897757616175,6.05869689239019
"4151",32,"fit_O",23,2.875,2.51529584744306,5.69155925583008
"4152",32,"fit_O",24,3,2.37337192267678,5.71696146831609
"4153",32,"fit_O",25,3.125,11.5498251255299,1.30031021326033
"4154",32,"fit_O",26,3.25,12.9205326736446,0.488108038714561
"4155",32,"fit_O",27,3.375,11.7936852229598,0.525611854529376
"4156",32,"fit_O",28,3.5,11.9815183667518,0.329420354793011
"4157",32,"fit_O",29,3.625,12.4050077375134,0.233087558677381
"4158",32,"fit_O",30,3.75,12.8894611647512,0.223283824880284
"4159",32,"fit_O",31,3.875,13.2075269094162,0.213418933305373
"4160",32,"fit_O",32,4,13.4505872280274,0.235762297208304
"4161",32,"fit_Y",1,0.125,8.41642484463349,0.0585117064593198
"4162",32,"fit_Y",2,0.25,7.92604660956504,0.0516133557376377
"4163",32,"fit_Y",3,0.375,7.76209641322972,0.0636012816691532
"4164",32,"fit_Y",4,0.5,7.52142188391467,0.0333107608314829
"4165",32,"fit_Y",5,0.625,8.04203092821515,0.0233906148947901
"4166",32,"fit_Y",6,0.75,8.46955930058022,0.019403204855566
"4167",32,"fit_Y",7,0.875,8.54903198894518,0.0284416643784392
"4168",32,"fit_Y",8,1,8.65130539445444,0.0431814378302298
"4169",32,"fit_Y",9,1.125,8.91155883076916,0.0714164730176455
"4170",32,"fit_Y",10,1.25,9.15391452082528,0.156961773214038
"4171",32,"fit_Y",11,1.375,9.30929024999275,0.191132453340899
"4172",32,"fit_Y",12,1.5,9.60221078909198,0.254802260635723
"4173",32,"fit_Y",13,1.625,9.35996816918252,0.630175942538051
"4174",32,"fit_Y",14,1.75,8.27434687362248,0.393517000450852
"4175",32,"fit_Y",15,1.875,8.04931655949069,0.147491795067031
"4176",32,"fit_Y",16,2,8.01961744465605,0.0699322288451349
"4177",32,"fit_Y",17,2.125,8.01958892679934,0.0773729821749755
"4178",32,"fit_Y",18,2.25,8.02705531783473,0.0960824502068374
"4179",32,"fit_Y",19,2.375,8.03391449358884,0.0953647128320871
"4180",32,"fit_Y",20,2.5,8.02651883590777,0.0952576670894448
"4181",32,"fit_Y",21,2.625,8.0335965932794,0.104545000079206
"4182",32,"fit_Y",22,2.75,8.02851172074889,0.0934389523168611
"4183",32,"fit_Y",23,2.875,8.02078899805534,0.0732611916672508
"4184",32,"fit_Y",24,3,8.02206360569297,0.0716638331372663
"4185",32,"fit_Y",25,3.125,8.47457356188904,0.216187130972453
"4186",32,"fit_Y",26,3.25,10.4881146869448,0.3494228624532
"4187",32,"fit_Y",27,3.375,9.11942303487633,0.34942733359787
"4188",32,"fit_Y",28,3.5,9.29504033616961,0.406445308452203
"4189",32,"fit_Y",29,3.625,10.7096118936426,0.442599417270893
"4190",32,"fit_Y",30,3.75,12.1818866143447,0.51442445387426
"4191",32,"fit_Y",31,3.875,13.6060336452265,0.520800784082176
"4192",32,"fit_Y",32,4,14.2575387712852,0.695341248179703
"4193",32,"fit_total",1,0.125,5.364173,0.150185320944734
"4194",32,"fit_total",2,0.25,5.306987,0.104749418074129
"4195",32,"fit_total",3,0.375,5.0263265,0.169404834799019
"4196",32,"fit_total",4,0.5,4.909248,0.185519716058603
"4197",32,"fit_total",5,0.625,5.979635,0.107648292010265
"4198",32,"fit_total",6,0.75,7.0046965,0.0836060668062921
"4199",32,"fit_total",7,0.875,7.090468,0.0752474639728372
"4200",32,"fit_total",8,1,7.1685405,0.0963259493591913
"4201",32,"fit_total",9,1.125,7.9337945,0.106934132207918
"4202",32,"fit_total",10,1.25,8.277348,0.227653365656977
"4203",32,"fit_total",11,1.375,8.1898865,0.326079635797094
"4204",32,"fit_total",12,1.5,7.854305,0.606371194217509
"4205",32,"fit_total",13,1.625,6.2961895,0.933198260905105
"4206",32,"fit_total",14,1.75,6.3429285,0.995043260220302
"4207",32,"fit_total",15,1.875,7.523656,0.742845779441698
"4208",32,"fit_total",16,2,7.8562515,0.453846699880782
"4209",32,"fit_total",17,2.125,7.9206315,0.482033123608018
"4210",32,"fit_total",18,2.25,7.8770255,0.425018163039992
"4211",32,"fit_total",19,2.375,7.9405865,0.384879754136525
"4212",32,"fit_total",20,2.5,7.9561415,0.327799590940806
"4213",32,"fit_total",21,2.625,8.0252,0.220511823934567
"4214",32,"fit_total",22,2.75,8.045738,0.161762521117791
"4215",32,"fit_total",23,2.875,7.9994105,0.246142947021511
"4216",32,"fit_total",24,3,8.0334575,0.118968527663811
"4217",32,"fit_total",25,3.125,8.511753,0.228922931742929
"4218",32,"fit_total",26,3.25,10.631008,0.331799609013353
"4219",32,"fit_total",27,3.375,9.18273,0.355552410505345
"4220",32,"fit_total",28,3.5,9.370914,0.41455799140333
"4221",32,"fit_total",29,3.625,10.804925,0.424603541910604
"4222",32,"fit_total",30,3.75,12.2386955,0.476580253191496
"4223",32,"fit_total",31,3.875,13.5671425,0.478393328587598
"4224",32,"fit_total",32,4,14.168274,0.640594026345781
"4225",33,"fit_B",1,0.125,6.16373814663234,0.133356835242073
"4226",33,"fit_B",2,0.25,5.24110911042933,0.155444287217713
"4227",33,"fit_B",3,0.375,4.99070809195796,0.18155692043173
"4228",33,"fit_B",4,0.5,4.74598775666423,0.154120278973899
"4229",33,"fit_B",5,0.625,5.20635482254139,0.0998827377958633
"4230",33,"fit_B",6,0.75,5.78416273717227,0.109437974165102
"4231",33,"fit_B",7,0.875,5.86537418335491,0.0997316350164283
"4232",33,"fit_B",8,1,5.85016658662262,0.135890094826856
"4233",33,"fit_B",9,1.125,6.00713732357007,0.134560751446045
"4234",33,"fit_B",10,1.25,5.66760748016879,0.213659909030285
"4235",33,"fit_B",11,1.375,5.54194896590986,0.279934193351774
"4236",33,"fit_B",12,1.5,5.1011738048523,0.359933289531964
"4237",33,"fit_B",13,1.625,4.36826976386564,0.20315807286115
"4238",33,"fit_B",14,1.75,3.96164203548664,1.33815056775799
"4239",33,"fit_B",15,1.875,2.27288655518281,2.43215354584237
"4240",33,"fit_B",16,2,0.938607528850967,1.89391494629136
"4241",33,"fit_B",17,2.125,0.766508422535204,1.77750356888237
"4242",33,"fit_B",18,2.25,1.09799273580531,2.19716632826235
"4243",33,"fit_B",19,2.375,1.11028712983409,2.19782408298712
"4244",33,"fit_B",20,2.5,0.755924863873477,1.92796879797392
"4245",33,"fit_B",21,2.625,0.804523076749521,2.14606544949704
"4246",33,"fit_B",22,2.75,0.476299094789102,1.63876901693959
"4247",33,"fit_B",23,2.875,0.437243212513173,1.51836364283501
"4248",33,"fit_B",24,3,0.358510688409793,1.4292664966514
"4249",33,"fit_B",25,3.125,0.181658346507184,1.05638870345163
"4250",33,"fit_B",26,3.25,0.0528739495798319,0.528739495798319
"4251",33,"fit_B",27,3.375,0.137532759445242,0.986562235820384
"4252",33,"fit_B",28,3.5,0.149369262155729,1.07401769146367
"4253",33,"fit_B",29,3.625,0,0
"4254",33,"fit_B",30,3.75,0,0
"4255",33,"fit_B",31,3.875,0,0
"4256",33,"fit_B",32,4,0,0
"4257",33,"fit_O",1,0.125,2.91824847258382,0.0923706250639557
"4258",33,"fit_O",2,0.25,4.17880817329776,0.0347879999933406
"4259",33,"fit_O",3,0.375,4.1312248852801,0.0433140278017799
"4260",33,"fit_O",4,0.5,4.13594464483257,0.0575059926571099
"4261",33,"fit_O",5,0.625,5.84466925083925,0.046397492470487
"4262",33,"fit_O",6,0.75,7.40017605521529,0.0491605429554062
"4263",33,"fit_O",7,0.875,7.3709026770202,0.0511403525785157
"4264",33,"fit_O",8,1,7.34132048270516,0.057376997954114
"4265",33,"fit_O",9,1.125,9.14159445462855,0.0575796476849346
"4266",33,"fit_O",10,1.25,10.6127088780769,0.0972223415498326
"4267",33,"fit_O",11,1.375,10.851239817848,0.138070418747188
