t,pop,y,estrategia,frequencia
100,44,12,Y,0.1676
100,44,12,B,0.8324
100,44,13,O,0.0
100,44,13,Y,0.2086
100,44,13,B,0.7914
100,44,14,O,0.0
100,44,14,Y,0.2518
100,44,14,B,0.7482
100,44,15,O,0.0
100,44,15,Y,0.2914
100,44,15,B,0.7086
100,44,16,O,0.0
100,44,16,Y,0.2815
100,44,16,B,0.7185
100,44,17,O,0.0
100,44,17,Y,0.2865
100,44,17,B,0.7135
100,44,18,O,0.0
100,44,18,Y,0.2945
100,44,18,B,0.7055
100,44,19,O,0.0
100,44,19,Y,0.2918
100,44,19,B,0.7082
100,44,20,O,0.0
100,44,20,Y,0.2793
100,44,20,B,0.7207
100,44,21,O,0.0
100,44,21,Y,0.2856
100,44,21,B,0.7144
100,44,22,O,0.0
100,44,22,Y,0.2778
100,44,22,B,0.7222
100,44,23,O,0.0
100,44,23,Y,0.2516
100,44,23,B,0.7484
100,45,0,O,0.1054
100,45,0,Y,0.8946
100,45,0,B,0.0
100,45,1,O,0.1842
100,45,1,Y,0.6753
100,45,1,B,0.1405
100,45,2,O,0.2912
100,45,2,Y,0.5233
100,45,2,B,0.1855
100,45,3,O,0.1439
100,45,3,Y,0.5909
100,45,3,B,0.2652
100,45,4,O,0.1376
100,45,4,Y,0.5702
100,45,4,B,0.2922
100,45,5,O,0.1834
100,45,5,Y,0.5013
100,45,5,B,0.3153
100,45,6,O,0.2083
100,45,6,Y,0.4815
100,45,6,B,0.3102
100,45,7,O,0.3503
100,45,7,Y,0.3885
100,45,7,B,0.2612
100,45,8,O,0.1229
100,45,8,Y,0.2575
100,45,8,B,0.6196
100,45,9,O,0.0583
100,45,9,Y,0.1523
100,45,9,B,0.7894
100,45,10,O,0.0006
100,45,10,Y,0.0168
100,45,10,B,0.9826
100,45,11,O,0.0
100,45,11,Y,0.0465
100,45,11,B,0.9535
100,45,12,O,0.0
100,45,12,Y,0.1757
100,45,12,B,0.8243
100,45,13,O,0.0
100,45,13,Y,0.2095
100,45,13,B,0.7905
100,45,14,O,0.0
100,45,14,Y,0.2395
100,45,14,B,0.7605
100,45,15,O,0.0
100,45,15,Y,0.2933
100,45,15,B,0.7067
100,45,16,O,0.0
100,45,16,Y,0.2962
100,45,16,B,0.7038
100,45,17,O,0.0
100,45,17,Y,0.2903
100,45,17,B,0.7097
100,45,18,O,0.0
100,45,18,Y,0.2946
100,45,18,B,0.7054
100,45,19,O,0.0
100,45,19,Y,0.2766
100,45,19,B,0.7234
100,45,20,O,0.0
100,45,20,Y,0.2884
100,45,20,B,0.7116
100,45,21,O,0.0
100,45,21,Y,0.2623
100,45,21,B,0.7377
100,45,22,O,0.0
100,45,22,Y,0.2714
100,45,22,B,0.7286
100,45,23,O,0.0
100,45,23,Y,0.2615
100,45,23,B,0.7385
100,46,0,O,0.1124
100,46,0,Y,0.8876
100,46,0,B,0.0
100,46,1,O,0.1737
100,46,1,Y,0.7191
100,46,1,B,0.1072
100,46,2,O,0.3095
100,46,2,Y,0.5016
100,46,2,B,0.1889
100,46,3,O,0.1353
100,46,3,Y,0.4381
100,46,3,B,0.4266
100,46,4,O,0.1684
100,46,4,Y,0.5381
100,46,4,B,0.2935
100,46,5,O,0.2052
100,46,5,Y,0.4951
100,46,5,B,0.2997
100,46,6,O,0.1878
100,46,6,Y,0.4926
100,46,6,B,0.3196
100,46,7,O,0.3756
100,46,7,Y,0.3823
100,46,7,B,0.2421
100,46,8,O,0.1452
100,46,8,Y,0.3102
100,46,8,B,0.5446
100,46,9,O,0.0404
100,46,9,Y,0.1343
100,46,9,B,0.8253
100,46,10,O,0.0081
100,46,10,Y,0.0208
100,46,10,B,0.9711
100,46,11,O,0.0
100,46,11,Y,0.0443
100,46,11,B,0.9557
100,46,12,O,0.0
100,46,12,Y,0.1663
100,46,12,B,0.8337
100,46,13,O,0.0
100,46,13,Y,0.2077
100,46,13,B,0.7923
100,46,14,O,0.0
100,46,14,Y,0.2518
100,46,14,B,0.7482
100,46,15,O,0.0
100,46,15,Y,0.2974
100,46,15,B,0.7026
100,46,16,O,0.0
100,46,16,Y,0.2823
100,46,16,B,0.7177
100,46,17,O,0.0
100,46,17,Y,0.2925
100,46,17,B,0.7075
100,46,18,O,0.0
100,46,18,Y,0.2741
100,46,18,B,0.7259
100,46,19,O,0.0
100,46,19,Y,0.3071
100,46,19,B,0.6929
100,46,20,O,0.0
100,46,20,Y,0.2467
100,46,20,B,0.7533
100,46,21,O,0.0
100,46,21,Y,0.2579
100,46,21,B,0.7421
100,46,22,O,0.0
100,46,22,Y,0.2829
100,46,22,B,0.7171
100,46,23,O,0.0
100,46,23,Y,0.3016
100,46,23,B,0.6984
100,47,0,O,0.1098
100,47,0,Y,0.8902
100,47,0,B,0.0
100,47,1,O,0.143
100,47,1,Y,0.6309
100,47,1,B,0.2261
100,47,2,O,0.2571
100,47,2,Y,0.5196
100,47,2,B,0.2233
100,47,3,O,0.1849
100,47,3,Y,0.5128
100,47,3,B,0.3023
100,47,4,O,0.1602
100,47,4,Y,0.5282
100,47,4,B,0.3116
100,47,5,O,0.1984
100,47,5,Y,0.4952
100,47,5,B,0.3064
100,47,6,O,0.1902
100,47,6,Y,0.4942
100,47,6,B,0.3156
100,47,7,O,0.3668
100,47,7,Y,0.3887
100,47,7,B,0.2445
100,47,8,O,0.1322
100,47,8,Y,0.2781
100,47,8,B,0.5897
100,47,9,O,0.1056
100,47,9,Y,0.2096
100,47,9,B,0.6848
100,47,10,O,0.0008
100,47,10,Y,0.0088
100,47,10,B,0.9904
100,47,11,O,0.0
100,47,11,Y,0.0369
100,47,11,B,0.9631
100,47,12,O,0.0
100,47,12,Y,0.161
100,47,12,B,0.839
100,47,13,O,0.0
100,47,13,Y,0.204
100,47,13,B,0.796
100,47,14,O,0.0
100,47,14,Y,0.24
100,47,14,B,0.76
100,47,15,O,0.0
100,47,15,Y,0.3066
100,47,15,B,0.6934
100,47,16,O,0.0
100,47,16,Y,0.2839
100,47,16,B,0.7161
100,47,17,O,0.0
100,47,17,Y,0.2778
100,47,17,B,0.7222
100,47,18,O,0.0
100,47,18,Y,0.2866
100,47,18,B,0.7134
100,47,19,O,0.0
100,47,19,Y,0.2797
100,47,19,B,0.7203
100,47,20,O,0.0
100,47,20,Y,0.2523
100,47,20,B,0.7477
100,47,21,O,0.0
100,47,21,Y,0.2493
100,47,21,B,0.7507
100,47,22,O,0.0
100,47,22,Y,0.2669
100,47,22,B,0.7331
100,47,23,O,0.0
100,47,23,Y,0.3086
100,47,23,B,0.6914
100,48,0,O,0.1107
100,48,0,Y,0.8893
100,48,0,B,0.0
100,48,1,O,0.1737
100,48,1,Y,0.6749
100,48,1,B,0.1514
100,48,2,O,0.2675
100,48,2,Y,0.532
100,48,2,B,0.2005
100,48,3,O,0.1611
100,48,3,Y,0.5039
100,48,3,B,0.335
100,48,4,O,0.144
100,48,4,Y,0.5607
100,48,4,B,0.2953
100,48,5,O,0.2077
100,48,5,Y,0.4825
100,48,5,B,0.3098
100,48,6,O,0.2018
100,48,6,Y,0.4801
100,48,6,B,0.3181
100,48,7,O,0.3694
100,48,7,Y,0.3695
100,48,7,B,0.2611
100,48,8,O,0.1663
100,48,8,Y,0.2966
100,48,8,B,0.5371
100,48,9,O,0.0536
100,48,9,Y,0.1585
100,48,9,B,0.7879
100,48,10,O,0.0031
100,48,10,Y,0.0201
100,48,10,B,0.9768
100,48,11,O,0.0
100,48,11,Y,0.0396
100,48,11,B,0.9604
100,48,12,O,0.0
100,48,12,Y,0.1569
100,48,12,B,0.8431
100,48,13,O,0.0
100,48,13,Y,0.2092
100,48,13,B,0.7908
100,48,14,O,0.0
100,48,14,Y,0.2434
100,48,14,B,0.7566
100,48,15,O,0.0
100,48,15,Y,0.3094
100,48,15,B,0.6906
100,48,16,O,0.0
100,48,16,Y,0.2844
100,48,16,B,0.7156
100,48,17,O,0.0
100,48,17,Y,0.2854
100,48,17,B,0.7146
100,48,18,O,0.0
100,48,18,Y,0.2729
100,48,18,B,0.7271
100,48,19,O,0.0
100,48,19,Y,0.291
100,48,19,B,0.709
100,48,20,O,0.0
100,48,20,Y,0.27
100,48,20,B,0.73
100,48,21,O,0.0
100,48,21,Y,0.2626
100,48,21,B,0.7374
100,48,22,O,0.0
100,48,22,Y,0.2522
100,48,22,B,0.7478
100,48,23,O,0.0
100,48,23,Y,0.208
100,48,23,B,0.792
100,49,0,O,0.1109
100,49,0,Y,0.8891
100,49,0,B,0.0
100,49,1,O,0.1677
100,49,1,Y,0.6291
100,49,1,B,0.2032
100,49,2,O,0.2901
100,49,2,Y,0.4939
100,49,2,B,0.216
100,49,3,O,0.1343
100,49,3,Y,0.5037
100,49,3,B,0.362
100,49,4,O,0.1249
100,49,4,Y,0.5585
100,49,4,B,0.3166
100,49,5,O,0.2002
100,49,5,Y,0.4876
100,49,5,B,0.3122
100,49,6,O,0.2113
100,49,6,Y,0.4927
100,49,6,B,0.296
100,49,7,O,0.3803
100,49,7,Y,0.3612
100,49,7,B,0.2585
100,49,8,O,0.1494
100,49,8,Y,0.3009
100,49,8,B,0.5497
100,49,9,O,0.0582
100,49,9,Y,0.1464
100,49,9,B,0.7954
100,49,10,O,0.0006
100,49,10,Y,0.0065
100,49,10,B,0.9929
100,49,11,O,0.0
100,49,11,Y,0.0466
100,49,11,B,0.9534
100,49,12,O,0.0
100,49,12,Y,0.1658
100,49,12,B,0.8342
100,49,13,O,0.0
100,49,13,Y,0.2084
100,49,13,B,0.7916
100,49,14,O,0.0
100,49,14,Y,0.2575
100,49,14,B,0.7425
100,49,15,O,0.0
100,49,15,Y,0.3079
100,49,15,B,0.6921
100,49,16,O,0.0
100,49,16,Y,0.2871
100,49,16,B,0.7129
100,49,17,O,0.0
100,49,17,Y,0.2657
100,49,17,B,0.7343
100,49,18,O,0.0
100,49,18,Y,0.2773
100,49,18,B,0.7227
100,49,19,O,0.0
100,49,19,Y,0.2756
100,49,19,B,0.7244
100,49,20,O,0.0
100,49,20,Y,0.2439
100,49,20,B,0.7561
100,49,21,O,0.0
100,49,21,Y,0.2518
100,49,21,B,0.7482
100,49,22,O,0.0
100,49,22,Y,0.2467
100,49,22,B,0.7533
100,49,23,O,0.0
100,49,23,Y,0.2777
100,49,23,B,0.7223
