"","Generation","strategy","freq_media"
"207",68,"Y",0.309702
"208",69,"B",0.685979
"209",69,"O",0
"210",69,"Y",0.314021
"211",70,"B",0.689073
"212",70,"O",0
"213",70,"Y",0.310927
"214",71,"B",0.687982
"215",71,"O",0
"216",71,"Y",0.312018
"217",72,"B",0.689894
"218",72,"O",0
"219",72,"Y",0.310106
"220",73,"B",0.686146
"221",73,"O",0
"222",73,"Y",0.313854
"223",74,"B",0.687318
"224",74,"O",0
"225",74,"Y",0.312682
"226",75,"B",0.684731
"227",75,"O",0
"228",75,"Y",0.315269
"229",76,"B",0.688236
"230",76,"O",0
"231",76,"Y",0.311764
"232",77,"B",0.684274
"233",77,"O",0
"234",77,"Y",0.315726
"235",78,"B",0.685081
"236",78,"O",0
"237",78,"Y",0.314919
"238",79,"B",0.68572
"239",79,"O",0
"240",79,"Y",0.31428
"241",80,"B",0.686839
"242",80,"O",0
"243",80,"Y",0.313161
"244",81,"B",0.688976
"245",81,"O",0
"246",81,"Y",0.311024
"247",82,"B",0.685513
"248",82,"O",0
"249",82,"Y",0.314487
"250",83,"B",0.68724
"251",83,"O",0
"252",83,"Y",0.31276
"253",84,"B",0.683686
"254",84,"O",0
"255",84,"Y",0.316314
"256",85,"B",0.687325
"257",85,"O",0
"258",85,"Y",0.312675
"259",86,"B",0.685585
"260",86,"O",0
"261",86,"Y",0.314415
"262",87,"B",0.686826
"263",87,"O",0
"264",87,"Y",0.313174
"265",88,"B",0.689153
"266",88,"O",0
"267",88,"Y",0.310847
"268",89,"B",0.685766
"269",89,"O",0
"270",89,"Y",0.314234
"271",90,"B",0.686648
"272",90,"O",0
"273",90,"Y",0.313352
"274",91,"B",0.688369
"275",91,"O",0
"276",91,"Y",0.311631
"277",92,"B",0.685267
"278",92,"O",0
"279",92,"Y",0.314733
"280",93,"B",0.689533
"281",93,"O",0
"282",93,"Y",0.310467
"283",94,"B",0.687772
"284",94,"O",0
"285",94,"Y",0.312228
"286",95,"B",0.68787
"287",95,"O",0
"288",95,"Y",0.31213
"289",96,"B",0.685545
"290",96,"O",0
"291",96,"Y",0.314455
"292",97,"B",0.683908
"293",97,"O",0
"294",97,"Y",0.316092
"295",98,"B",0.687592
"296",98,"O",0
"297",98,"Y",0.312408
"298",99,"B",0.68567
"299",99,"O",0
"300",99,"Y",0.31433
"301",100,"B",0.688036
"302",100,"O",0
"303",100,"Y",0.311964
"304",101,"B",0.687961
"305",101,"O",0
"306",101,"Y",0.312039
"307",102,"B",0.686275
"308",102,"O",0
"309",102,"Y",0.313725
"310",103,"B",0.686487
"311",103,"O",0
"312",103,"Y",0.313513
"313",104,"B",0.686125
"314",104,"O",0
"315",104,"Y",0.313875
"316",105,"B",0.685226
"317",105,"O",0
"318",105,"Y",0.314774
"319",106,"B",0.687637
"320",106,"O",0
"321",106,"Y",0.312363
"322",107,"B",0.687252
"323",107,"O",0
"324",107,"Y",0.312748
"325",108,"B",0.687982
"326",108,"O",0
"327",108,"Y",0.312018
"328",109,"B",0.684218
"329",109,"O",0
"330",109,"Y",0.315782
"331",110,"B",0.687091
"332",110,"O",0
"333",110,"Y",0.312909
"334",111,"B",0.691498
"335",111,"O",0
"336",111,"Y",0.308502
"337",112,"B",0.680963
"338",112,"O",0
"339",112,"Y",0.319037
"340",113,"B",0.689925
"341",113,"O",0
"342",113,"Y",0.310075
"343",114,"B",0.681483
"344",114,"O",0
"345",114,"Y",0.318517
"346",115,"B",0.690027
"347",115,"O",0
"348",115,"Y",0.309973
"349",116,"B",0.683793
"350",116,"O",0
"351",116,"Y",0.316207
"352",117,"B",0.690612
"353",117,"O",0
"354",117,"Y",0.309388
"355",118,"B",0.683879
"356",118,"O",0
"357",118,"Y",0.316121
"358",119,"B",0.685164
"359",119,"O",0
"360",119,"Y",0.314836
"361",120,"B",0.689069
"362",120,"O",0
"363",120,"Y",0.310931
"364",121,"B",0.684556
"365",121,"O",0
"366",121,"Y",0.315444
"367",122,"B",0.686124
"368",122,"O",0
"369",122,"Y",0.313876
"370",123,"B",0.690501
"371",123,"O",0
"372",123,"Y",0.309499
"373",124,"B",0.683001
"374",124,"O",0
"375",124,"Y",0.316999
"376",125,"B",0.688805
"377",125,"O",0
"378",125,"Y",0.311195
"379",126,"B",0.680718
"380",126,"O",0
"381",126,"Y",0.319282
"382",127,"B",0.691817
"383",127,"O",0
"384",127,"Y",0.308183
"385",128,"B",0.684697
"386",128,"O",0
"387",128,"Y",0.315303
"388",129,"B",0.690468
"389",129,"O",0
"390",129,"Y",0.309532
"391",130,"B",0.686027
"392",130,"O",0
"393",130,"Y",0.313973
"394",131,"B",0.688926
"395",131,"O",0
"396",131,"Y",0.311074
"397",132,"B",0.685954
"398",132,"O",0
"399",132,"Y",0.314046
"400",133,"B",0.688214
"401",133,"O",0
"402",133,"Y",0.311786
"403",134,"B",0.684378
"404",134,"O",0
"405",134,"Y",0.315622
"406",135,"B",0.686704
"407",135,"O",0
"408",135,"Y",0.313296
"409",136,"B",0.684769
"410",136,"O",0
"411",136,"Y",0.315231
"412",137,"B",0.684074
"413",137,"O",0
"414",137,"Y",0.315926
"415",138,"B",0.685053
"416",138,"O",0
"417",138,"Y",0.314947
"418",139,"B",0.685848
"419",139,"O",0
"420",139,"Y",0.314152
"421",140,"B",0.68426
"422",140,"O",0
"423",140,"Y",0.31574
"424",141,"B",0.685268
"425",141,"O",0
"426",141,"Y",0.314732
"427",142,"B",0.684809
"428",142,"O",0
"429",142,"Y",0.315191
"430",143,"B",0.684503
"431",143,"O",0
"432",143,"Y",0.315497
"433",144,"B",0.682921
"434",144,"O",0
"435",144,"Y",0.317079
"436",145,"B",0.689533
"437",145,"O",0
"438",145,"Y",0.310467
"439",146,"B",0.683269
"440",146,"O",0
"441",146,"Y",0.316731
"442",147,"B",0.688771
"443",147,"O",0
"444",147,"Y",0.311229
"445",148,"B",0.683576
"446",148,"O",0
"447",148,"Y",0.316424
"448",149,"B",0.691042
"449",149,"O",0
"450",149,"Y",0.308958
"451",150,"B",0.682586
"452",150,"O",0
"453",150,"Y",0.317414
"454",151,"B",0.68579
"455",151,"O",0
"456",151,"Y",0.31421
"457",152,"B",0.685297
"458",152,"O",0
"459",152,"Y",0.314703
"460",153,"B",0.689259
"461",153,"O",0
"462",153,"Y",0.310741
"463",154,"B",0.68419
"464",154,"O",0
"465",154,"Y",0.31581
"466",155,"B",0.689459
"467",155,"O",0
"468",155,"Y",0.310541
"469",156,"B",0.680349
"470",156,"O",0
"471",156,"Y",0.319651
"472",157,"B",0.689127
"473",157,"O",0
"474",157,"Y",0.310873
"475",158,"B",0.686931
"476",158,"O",0
"477",158,"Y",0.313069
"478",159,"B",0.689864
"479",159,"O",0
"480",159,"Y",0.310136
"481",160,"B",0.682436
"482",160,"O",0
"483",160,"Y",0.317564
"484",161,"B",0.689528
"485",161,"O",0
"486",161,"Y",0.310472
"487",162,"B",0.684591
"488",162,"O",0
"489",162,"Y",0.315409
"490",163,"B",0.686824
"491",163,"O",0
"492",163,"Y",0.313176
"493",164,"B",0.686625
"494",164,"O",0
"495",164,"Y",0.313375
"496",165,"B",0.688603
"497",165,"O",0
"498",165,"Y",0.311397
"499",166,"B",0.687043
"500",166,"O",0
"501",166,"Y",0.312957
"502",167,"B",0.68358
"503",167,"O",0
"504",167,"Y",0.31642
"505",168,"B",0.687734
"506",168,"O",0
"507",168,"Y",0.312266
"508",169,"B",0.686456
"509",169,"O",0
"510",169,"Y",0.313544
"511",170,"B",0.689173
"512",170,"O",0
"513",170,"Y",0.310827
"514",171,"B",0.680716
"515",171,"O",0
"516",171,"Y",0.319284
"517",172,"B",0.692506
"518",172,"O",0
"519",172,"Y",0.307494
"520",173,"B",0.685693
"521",173,"O",0
"522",173,"Y",0.314307
"523",174,"B",0.690813
"524",174,"O",0
"525",174,"Y",0.309187
"526",175,"B",0.685568
"527",175,"O",0
"528",175,"Y",0.314432
"529",176,"B",0.689925
"530",176,"O",0
"531",176,"Y",0.310075
"532",177,"B",0.68434
"533",177,"O",0
"534",177,"Y",0.31566
"535",178,"B",0.687809
"536",178,"O",0
"537",178,"Y",0.312191
"538",179,"B",0.684191
"539",179,"O",0
"540",179,"Y",0.315809
"541",180,"B",0.688968
"542",180,"O",0
"543",180,"Y",0.311032
"544",181,"B",0.687054
"545",181,"O",0
"546",181,"Y",0.312946
"547",182,"B",0.684357
"548",182,"O",0
"549",182,"Y",0.315643
"550",183,"B",0.686466
"551",183,"O",0
"552",183,"Y",0.313534
"553",184,"B",0.686901
"554",184,"O",0
"555",184,"Y",0.313099
"556",185,"B",0.690817
"557",185,"O",0
"558",185,"Y",0.309183
"559",186,"B",0.686529
"560",186,"O",0
"561",186,"Y",0.313471
"562",187,"B",0.686262
"563",187,"O",0
"564",187,"Y",0.313738
"565",188,"B",0.686539
"566",188,"O",0
"567",188,"Y",0.313461
"568",189,"B",0.686322
"569",189,"O",0
"570",189,"Y",0.313678
"571",190,"B",0.685627
"572",190,"O",0
"573",190,"Y",0.314373
"574",191,"B",0.688131
"575",191,"O",0
"576",191,"Y",0.311869
"577",192,"B",0.685199
"578",192,"O",0
"579",192,"Y",0.314801
"580",193,"B",0.688018
"581",193,"O",0
"582",193,"Y",0.311982
"583",194,"B",0.685217
"584",194,"O",0
"585",194,"Y",0.314783
"586",195,"B",0.686384
"587",195,"O",0
"588",195,"Y",0.313616
"589",196,"B",0.687357
"590",196,"O",0
"591",196,"Y",0.312643
"592",197,"B",0.680584
"593",197,"O",0
"594",197,"Y",0.319416
"595",198,"B",0.688974
"596",198,"O",0
"597",198,"Y",0.311026
"598",199,"B",0.686117
"599",199,"O",0
"600",199,"Y",0.313883
"601",200,"B",0.686777
"602",200,"O",0
"603",200,"Y",0.313223
